,UserId,Preferred_Category_Veg_Non_Veg,Lunch
162,162,Non-Vegeterian,"Hara Bara Kabab, Paneer Tikka, Crispy Corn, Baby Corn, Chilli Paneer, Chicken Sheesh Kabab, Chicken Tikka Dry, Chicken Fry, Murgh Lasooni Kabab, Fish tikka, Prawns Fry, Chicken 65, Chicken Drum Sticks, Paneer Butter Masala, Kadaai Paneer, Paneer Tikka Masala, Aloo Gobi Masala, Plain Dosa, Farm Fresh Pizza, Corn Cheese Pizza, Mughlai Chicken Handi, Butter Chicken, South Indian Chicken masala, Nihari Gosht, Barbeque Chicken with Breast, Jeera Rice, Mutton Dum Biryani, Plain Naan, Butter Naan, Garlic Naan, Gulab Jamun, Kesariya Kheer, Malai Kulfi, Shahi Tukda, Carrot Halwa, Moong daal Halwa, Lassi, Vanilla Milkshake, Ice Tea"
163,163,Non-Vegeterian,"Veg Cutlet, Hara Bara Kabab, Paneer Tikka, Crispy Corn, Chilli Paneer, Paneer 65, Chicken Tandoori, Chicken Roast, Pepper Garlic Chicken, Mutton Seekh Kabab, Mutton Cutlet, Fish Fry, Chilli Chicken, Paneer Butter Masala, Dal Tadka, Avial with Kerala Red Rice, Bendekaayi Gojju (Ladys Finger Gravy), Corn Cheese Pizza, South Indian Chicken masala, Chicken Chettinad, Barbeque Chicken with Breast, Chicken Pizza, Chicken Pepperoni Piza, Plain Rice, Matar Pulao, Lemon Rice, Chicken Fried Rice, Chicken Pulao, Butter Roti, Garlic Naan, Kesariya Kheer, Carrot Halwa"
164,164,Non-Vegeterian,"Seekh Kabab, Mushroom Tikka, Veg Spring Rolls, Veg Manchurian, Chilli Mushroom, Chicken Tikka Dry, Chicken Roast, Murgh Lasooni Kabab, Fish tikka, Mushroom Masala, Dal Tadka, Avial with Kerala Red Rice, Mughlai Chicken Handi, Mutton Kofte, Mutton 65 Pizza, Veg biryani, Veg Dum Biryani, Prawns Biryani, Mixed Non-Veg Fried Rice, Butter Naan, Gulab Jamun, Kesariya Kheer, Malai Kulfi, Carrot Halwa, Moong daal Halwa, Fresh Lime Soda"
165,165,Vegetarian,"Plain Dosa, Plain Rice, Ice-cream, Lassi"
166,166,Non-Vegeterian,"Veg Cutlet, Paneer Tikka, Veg Platter, Veg Spring Rolls, Veg Manchurian, Crispy Corn, Chilli Paneer, Paneer  Tikka, Paneer 65, Chicken Tandoori, Chicken Tikka Dry, Chicken Pakora, Kadaai Paneer, Paneer Tikka Masala, Veg Kofta, Plain Dosa, Dal Tadka, Mix Veg Curry, Mughlai Chicken Handi, Butter Chicken, Chicken Korma, Jeera Rice, Veg Pulao, Veg biryani, Veg Dum Biryani, Chicken Dum Biryani, Chicken Fried Rice, Butter Roti, Butter Naan, Lacha Paratha, Gulab Jamun, Malai Kulfi, Fresh Lime Soda, Lassi"
167,167,Non-Vegeterian,"Paneer Tikka, Mushroom Malai Tikka, Chilli Potatoes, Baby Corn, Gobi Manchurian, Chicken Tikka Dry, Pepper Garlic Chicken, Mutton Fry, Mutton Pepper Fry, Tandoori Fish, Pepper Mutton, Chicken 65, Chicken Drum Sticks, Paneer Tikka Masala, Dal Tadka, Bendekaayi Gojju (Ladys Finger Gravy), Butter Chicken, Chicken Korma, Mutton Kofte, Hyderabadi Keema, Chicken Pepperoni Piza, Lemon Rice, Chicken Fried Rice, Mutton Biryani, Mix-Veg Fried Rice, Butter Naan, Garlic Naan, Gulab Jamun, Chocolate Pastry, Moong daal Halwa, Fresh Lime Soda, Vanilla Milkshake"
168,168,Non-Vegeterian,"Mushroom Tikka, Chilli Mushroom, Paneer  Tikka, Paneer 65, Mutton Pepper Fry, Fish Fry, Chilli Fish, Mutton 65, Mushroom Masala, Paneer Butter Masala, Aloo Gobi Masala, Plain Dosa, Mutton Kofte, Mutton 65 Pizza, Plain Rice, Paneer Pulao, Veg biryani, Mutton Dum Biryani, Mutton Biryani, Plain Naan, Butter Naan, Ice-cream, Fresh Lime Soda"
169,169,Non-Vegeterian,"Gobi Manchurian, Chicken RR, Apollo Fish, Chicken Manchurian, Chilli Chicken, Chicken 65, Chicken Drum Sticks, Chicken Majestic, Paneer Butter Masala, Kadaai Paneer, Butter Chicken, South Indian Chicken masala, Chicken Chettinad, Chicken Dum Biryani, Chicken Fried Rice, Plain Roti, Butter Naan, Lacha Paratha, Gulab Jamun, Ice-cream, Virgin Mojito"
170,170,Vegetarian,"Paneer  Tikka, Paneer Butter Masala, Aloo Gobi Masala, Jeera Rice, Veg Pulao, None, Gulab Jamun, Fresh Lime Soda"
171,171,Vegetarian,"Paneer Tikka, Veg Platter, Kadaai Paneer, Dal Tadka, Veg Pulao, Plain Roti, Garlic Naan, Lacha Paratha, Lassi"
172,172,Vegetarian,"Paneer Achari, Jeera Rice, Matar Pulao, Garlic Naan, Virgin Mojito"
173,173,Vegetarian,"Paneer Tikka, Paneer 65, Kadaai Paneer, Jeera Rice, Ice-cream"
